Unnamed: 0,text,code,task_id,test_list,Unnamed: 5
361, this   function to find the item with maximum occurrences in a given list.,"function maxOccurrences(nums) {
    let maxVal = 0;
    let result = nums[0];
    for (let i of nums) {
        let occu = nums.filter(x => x === i).length;
        if (occu > maxVal) {
            maxVal = occu;
            result = i;
        }
    }
    return [result];
}",362,"[console.assert(JSON.stringify(maxOccurrences([1, 2, 3, 1, 2, 3, 12, 4, 2])) === JSON.stringify([2]), 'Test Case 1 Failed'),
console.assert(JSON.stringify(maxOccurrences([1, 2, 6, 7, 0, 1, 0, 1, 0])) === JSON.stringify([1]), 'Test Case 2 Failed'),
console.assert(JSON.stringify(maxOccurrences([1, 2, 3, 1, 2, 4, 1])) === JSON.stringify([1]), 'Test Case 3 Failed')]",
362, this function to add the k elements to each element in the tuple.,"
function add_K_element(test_list, K) {
    let res = test_list.map(sub => sub.map(j => j + K));
    return res;
}
",363,"
[console.assert(JSON.stringify(add_K_element([[1, 3, 4], [2, 4, 6], [3, 8, 1]], 4)) === JSON.stringify([[5, 7, 8], [6, 8, 10], [7, 12, 5]])), 
 console.assert(JSON.stringify(add_K_element([[1, 2, 3], [4, 5, 6], [7, 8, 9]], 8)) === JSON.stringify([[9, 10, 11], [12, 13, 14], [15, 16, 17]])), 
 console.assert(JSON.stringify(add_K_element([[11, 12, 13], [14, 15, 16], [17, 18, 19]], 9)) === JSON.stringify([[20, 21, 22], [23, 24, 25], [26, 27, 28]]))]
",
363, this function to find the number of flips required to make the given binary string a sequence of alternate characters.,"function minFlipToMakeStringAlternate(str) {
    let getFlipWithStartingCharacter = (expected) => {
        let flipCount = 0;
        for (let i = 0; i < str.length; i++) {
            if (parseInt(str[i]) !== expected) {
                flipCount++;
            }
            expected = (expected === 0) ? 1 : 0;  
        }
        return flipCount;
    };

    return Math.min(getFlipWithStartingCharacter(0), getFlipWithStartingCharacter(1));
}",364,"
[console.assert(minFlipToMakeStringAlternate(""0001010111"") === 2), console.assert(minFlipToMakeStringAlternate(""001"") === 1), console.assert(minFlipToMakeStringAlternate(""010111011"") === 2)]
",
364, this   function to count the number of digits of a given number.,"
function countDigit(n) {
    let count = 0;
    while (n !== 0) {
        n = Math.floor(n / 10);
        count += 1;
    }
    return count;
}
",365,"
[console.assert(countDigit(12345) === 5), console.assert(countDigit(11223305) === 8), console.assert(countDigit(4123459) === 7)]
",
365, this   function to find the largest product of the pair of adjacent elements from a given list of integers.,"
function adjacentNumProduct(listNums) {
    return Math.max(...listNums.map((num, i) => num * listNums[i + 1]).slice(0, -1));
}
",366,"
[console.assert(adjacentNumProduct([1,2,3,4,5,6]) === 30), console.assert(adjacentNumProduct([1,2,3,4,5]) === 20), console.assert(adjacentNumProduct([2,3]) === 6)]
",
366, this function to check if a binary tree is balanced or not.,"
class Node {
    constructor(data) {
        this.data = data;
        this.left = null;
        this.right = null;
    }
}

function isTreeBalanced(root) {
    function getHeightAndBalance(root) {
        if (root === null) {
            return { height: 0, isBalanced: true };
        }

        const left = getHeightAndBalance(root.left);
        const right = getHeightAndBalance(root.right);

        const isBalanced = left.isBalanced && right.isBalanced && Math.abs(left.height - right.height) <= 1;
        const height = Math.max(left.height, right.height) + 1;

        return { height, isBalanced };
    }

    return getHeightAndBalance(root).isBalanced;
}",367,"
const root = new Node(1);
root.left = new Node(2);
root.right = new Node(3);
root.left.left = new Node(4);
root.left.right = new Node(5);
root.left.left.left = new Node(6);  

const root1 = new Node(1);
root1.left = new Node(2);
root1.right = new Node(3);
root1.left.left = new Node(4);
root1.left.right = new Node(5);  

const root2 = new Node(1);
root2.left = new Node(2);
root2.right = new Node(3);
root2.right.left = new Node(4);
root2.right.right = new Node(5);
root2.right.right.left = new Node(6); 
[
console.assert(isTreeBalanced(root) === false, ""Test Case 1 Failed""),
console.assert(isTreeBalanced(root1) === true, ""Test Case 2 Failed""),
console.assert(isTreeBalanced(root2) === false, ""Test Case 3 Failed"") ]",
367, this function to repeat the given tuple n times.,"
function repeat_tuples(test_tup, N) {
    var res = Array(N).fill(test_tup);
    return res;
}
",368,"[
  console.assert(repeat_tuples([1, 3], 4).toString() === [[1, 3], [1, 3], [1, 3], [1, 3]].toString()),
  console.assert(repeat_tuples([1, 2], 3).toString() === [[1, 2], [1, 2], [1, 2]].toString()),
  console.assert(repeat_tuples([3, 4], 5).toString() === [[3, 4], [3, 4], [3, 4], [3, 4], [3, 4]].toString())
]",
368, this function to find the lateral surface area of cuboid,"
function lateralsurface_cuboid(l, w, h) {
    const LSA = 2 * h * (l + w);
    return LSA;
}
",369,"[
  console.assert(lateralsurface_cuboid(8, 5, 6) === 156),
  console.assert(lateralsurface_cuboid(7, 9, 10) === 320),
  console.assert(lateralsurface_cuboid(10, 20, 30) === 1800)
]",
369, this function to sort a tuple by its float element.,"
function floatSort(price) {
    const floatSort = price.sort((a, b) => parseFloat(b[1]) - parseFloat(a[1]));
    return floatSort;
}
",370,"[
  console.assert(JSON.stringify(floatSort([['item1', 12.20], ['item2', 15.10], ['item3', 24.5]])) === JSON.stringify([['item3', 24.5], ['item2', 15.10], ['item1', 12.20]])),
  console.assert(JSON.stringify(floatSort([['item1', 15], ['item2', 10], ['item3', 20]])) === JSON.stringify([['item3', 20], ['item1', 15], ['item2', 10]])),
  console.assert(JSON.stringify(floatSort([['item1', 5], ['item2', 10], ['item3', 14]])) === JSON.stringify([['item3', 14], ['item2', 10], ['item1', 5]]))
]",
370, this function to find the smallest missing element in a sorted array.,"
function smallestMissing(A, leftElement, rightElement) {
    if (leftElement > rightElement) {
        return leftElement;
    }
    const mid = leftElement + Math.floor((rightElement - leftElement) / 2);
    if (A[mid] === mid) {
        return smallestMissing(A, mid + 1, rightElement);
    } else {
        return smallestMissing(A, leftElement, mid - 1);
    }
}
",371,"[console.assert(smallestMissing([0, 1, 2, 3, 4, 5, 6], 0, 6) === 7), console.assert(smallestMissing([0, 1, 2, 6, 9, 11, 15], 0, 6) === 3), console.assert(smallestMissing([1, 2, 3, 4, 6, 9, 11, 15], 0, 7) === 0)]",
371, this function to sort a given list of elements in ascending order using heap queue algorithm.,"function heapAssending(nums) {
    const heapify = (arr) => {
      for (let i = Math.floor(arr.length / 2); i >= 0; i--) {
        siftDown(arr, i, arr.length);
      }
    };
  
    const siftDown = (arr, idx, max) => {
      let leftChildIdx = 2 * idx + 1;
      while (leftChildIdx < max) {
        let rightChildIdx = leftChildIdx + 1;
        let smallestIdx = leftChildIdx;
  
        if (rightChildIdx < max && arr[rightChildIdx] < arr[leftChildIdx]) {
          smallestIdx = rightChildIdx;
        }
        if (arr[smallestIdx] >= arr[idx]) {
          break;
        }
        [arr[idx], arr[smallestIdx]] = [arr[smallestIdx], arr[idx]];
        idx = smallestIdx;
        leftChildIdx = 2 * idx + 1;
      }
    };
  
    heapify(nums);
    const s_result = [];
    while (nums.length > 0) {
      s_result.push(nums[0]);
      nums[0] = nums[nums.length - 1];
      nums.pop();
      siftDown(nums, 0, nums.length);
    }
    return s_result;
  }",372,"
[console.assert(heapAssending([18, 14, 10, 9, 8, 7, 9, 3, 2, 4, 1]).toString() === [1, 2, 3, 4, 7, 8, 9, 9, 10, 14, 18].toString()), console.assert(heapAssending([25, 35, 22, 85, 14, 65, 75, 25, 58]).toString() === [14, 22, 25, 25, 35, 58, 65, 75, 85].toString()), console.assert(heapAssending([1, 3, 5, 7, 9, 2, 4, 6, 8, 0]).toString() === [0, 1, 2, 3, 4, 5, 6, 7, 8, 9].toString())]
",
372, this function to find the volume of a cuboid.,"
function volumeCuboid(l, w, h) {
  var volume = l * w * h;
  return volume;
}
",373,"
[console.assert(volumeCuboid(1, 2, 3) === 6), console.assert(volumeCuboid(5, 7, 9) === 315), console.assert(volumeCuboid(10, 15, 21) === 3150)]
",
374, this function to round the given number to the nearest multiple of a specific number.,"
function roundNum(n, m) {
    const a = Math.floor(n / m) * m;
    const b = a + m;
    return (n - a > b - n) ? b : a;
}
",375,"
[console.assert(roundNum(4722, 10) === 4720), console.assert(roundNum(1111, 5) === 1110), console.assert(roundNum(219, 2) === 218)]
",
375, this function to remove tuple elements that occur more than once and replace the duplicates with some custom value.,"function removeReplica(testTup) {
    const MSP = 'MSP';  
    let temp = new Set();
    let res = Array.from(testTup, ele => {
        if (!temp.has(ele) && temp.add(ele)) {
            return ele;
        } else {
            return MSP;
        }
    });
    return [res];
}",376,"[
  console.assert(removeReplica([1, 1, 4, 4, 4, 5, 5, 6, 7, 7]).toString() === [1, 'MSP', 4, 'MSP', 'MSP', 5, 'MSP', 6, 7, 'MSP'].toString()),
  console.assert(removeReplica([2, 3, 4, 4, 5, 6, 6, 7, 8, 9, 9]).toString() === [2, 3, 4, 'MSP', 5, 6, 'MSP', 7, 8, 9, 'MSP'].toString()),
  console.assert(removeReplica([2, 2, 5, 4, 5, 7, 5, 6, 7, 7]).toString() === [2, 'MSP', 5, 4, 'MSP', 7, 'MSP', 6, 'MSP', 'MSP'].toString())
]",
376, this   function to remove all occurrences of a character in a given string.,"function remove_Char(s, c) {
    let counts = (s.match(new RegExp(c, ""g"")) || []).length;
    s = s.split('');
    while (counts) {
        s.splice(s.indexOf(c), 1);
        counts -= 1;
    }
    s = s.join('');
    return s;
}",377,"[console.assert(remove_Char(""aba"", 'a') === ""b""),
console.assert(remove_Char(""toggle"", 'g') === ""tole""),
console.assert(remove_Char(""aabbc"", 'b') === ""aac"")]",
377, this   function to shift last element to first position in the given list.,"
function moveFirst(testList) {
  testList = testList.slice(-1).concat(testList.slice(0, -1));
  return testList;
}
",378,"
[console.assert(moveFirst([1,2,3,4]).toString() === [4,1,2,3].toString()), console.assert(moveFirst([0,1,2,3]).toString() === [3,0,1,2].toString()), console.assert(moveFirst([9,8,7,1]).toString() === [1,9,8,7].toString())]
",
378, this function to find the surface area of a cuboid.,"
function surfacearea_cuboid(l, w, h) {
  const SA = 2 * (l * w + l * h + w * h);
  return SA;
}
",379,"
[console.assert(surfacearea_cuboid(1,2,3) === 22), console.assert(surfacearea_cuboid(5,7,9) === 286), console.assert(surfacearea_cuboid(10,15,21) === 1350)]
",
379, this function to generate a two-dimensional array.,"
function multiList(rownum, colnum) {
    let multiList = Array.from({ length: rownum }, () => Array(colnum).fill(0));
    for (let row = 0; row < rownum; row++) {
        for (let col = 0; col < colnum; col++) {
            multiList[row][col] = row * col;
        }
    }
    return multiList;
}
",380,"[
    console.assert(multiList(3, 4).toString() === [[0, 0, 0, 0], [0, 1, 2, 3], [0, 2, 4, 6]].toString()),
    console.assert(multiList(5, 7).toString() === [[0, 0, 0, 0, 0, 0, 0], [0, 1, 2, 3, 4, 5, 6], [0, 2, 4, 6, 8, 10, 12], [0, 3, 6, 9, 12, 15, 18], [0, 4, 8, 12, 16, 20, 24]].toString()),
    console.assert(multiList(10, 15).toString() === [[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 
                                                    [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], 
                                                    [0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28], 
                                                    [0, 3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 33, 36, 39, 42], 
                                                    [0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 52, 56], 
                                                    [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70], 
                                                    [0, 6, 12, 18, 24, 30, 36, 42, 48, 54, 60, 66, 72, 78, 84], 
                                                    [0, 7, 14, 21, 28, 35, 42, 49, 56, 63, 70, 77, 84, 91, 98], 
                                                    [0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112], 
                                                    [0, 9, 18, 27, 36, 45, 54, 63, 72, 81, 90, 99, 108, 117, 126]].toString())
]",
380, this function to sort a list of lists by a given index of the inner list.,"function indexOnInnerList(listData, indexNo) {
    const result = listData.sort((a, b) => {
       if (typeof a[indexNo] === 'number' && typeof b[indexNo] === 'number') {
            return a[indexNo] - b[indexNo];
        }
        return a[indexNo].localeCompare(b[indexNo]);
    });
    return result;
}",381,"[console.assert(
    JSON.stringify(indexOnInnerList([[""Greyson Fulton"", 98, 99], [""Brady Kent"", 97, 96], [""Wyatt Knott"", 91, 94], [""Beau Turnbull"", 94, 98]], 0)) ===
    JSON.stringify([[""Beau Turnbull"", 94, 98], [""Brady Kent"", 97, 96], [""Greyson Fulton"", 98, 99], [""Wyatt Knott"", 91, 94]]), 
    ""Assertion 1 failed""
),
console.assert(
    JSON.stringify(indexOnInnerList([[""Greyson Fulton"", 98, 99], [""Brady Kent"", 97, 96], [""Wyatt Knott"", 91, 94], [""Beau Turnbull"", 94, 98]], 1)) ===
    JSON.stringify([[""Wyatt Knott"", 91, 94], [""Beau Turnbull"", 94, 98], [""Brady Kent"", 97, 96], [""Greyson Fulton"", 98, 99]]), 
    ""Assertion 2 failed""
),
console.assert(
    JSON.stringify(indexOnInnerList([[""Greyson Fulton"", 98, 99], [""Brady Kent"", 97, 96], [""Wyatt Knott"", 91, 94], [""Beau Turnbull"", 94, 98]], 2)) ===
    JSON.stringify([[""Wyatt Knott"", 91, 94], [""Brady Kent"", 97, 96], [""Beau Turnbull"", 94, 98], [""Greyson Fulton"", 98, 99]]), 
    ""Assertion 3 failed""
)]",
381, this function to find the number of rotations in a circularly sorted array.,"
function findRotationCount(A) {
    let left = 0, right = A.length - 1;
    while (left <= right) {
        if (A[left] <= A[right]) {
            return left;
        }
        let mid = Math.floor((left + right) / 2);
        let next = (mid + 1) % A.length;
        let prev = (mid - 1 + A.length) % A.length;
        if (A[mid] <= A[next] && A[mid] <= A[prev]) {
            return mid;
        } else if (A[mid] <= A[right]) {
            right = mid - 1;
        } else if (A[mid] >= A[left]) {
            left = mid + 1;
        }
    }
    return -1;
}
",382,"
[console.assert(findRotationCount([8, 9, 10, 1, 2, 3, 4, 5, 6, 7]) === 3), 
 console.assert(findRotationCount([8, 9, 10, 2, 5, 6]) === 3), 
 console.assert(findRotationCount([2, 5, 6, 8, 9, 10]) === 0)]
",
382, this   function to toggle all odd bits of a given number.,"
function evenBitToggleNumber(n) {
    let res = 0, count = 0, temp = n;
    while (temp > 0) {
        if (count % 2 === 0) {
            res = res | (1 << count);
        }
        count++;
        temp >>= 1;
    }
    return n ^ res;
}
",383,"
[console.assert(evenBitToggleNumber(10) === 15), console.assert(evenBitToggleNumber(20) === 1), console.assert(evenBitToggleNumber(30) === 11)]
",
